"logLik" "logLik_se" "b1" "b2" "b3" "b4" "b5" "b6" "psi" "rho" "tau" "sigma_dem" "sigma_env" "SO_0" "IO_0" "delta" "K" "SB1_0" "SB2_0" "SB3_0" "SB4_0" "SB5_0" "SB6_0"
-795.619272946829 0.488536019438093 2.76664396748126 2.04937877350022 1.22015570321818 6.63956127888962 4.82340841426335 2.85432962960216 0.00222821928544933 0.0125595916264911 0.00122172305555001 0.0450267562463315 0.439089560657841 0.127518575652944 0.000279769333979354 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-795.396515412748 0.739050335004199 3.17804967928824 -0.413429768015894 1.85479943860428 5.97918047802032 4.78953175143301 2.34043170671094 0.00135673448633244 0.0164404691509643 0.000316179949080675 0.031083294336851 0.497714227795596 0.195721809786055 0.000514793688227842 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.672253621386 0.509430780446037 3.23555493990086 -0.447805669607025 1.52402765580059 6.12049081790378 4.91909549331512 2.56010197102158 0.00217578272880747 0.0136447490330852 0.001687126365414 0.0404230110847291 0.443976438271349 0.151707834912979 0.000722520883085386 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.877699909729 0.402851178577092 3.06349137474565 1.40322723131232 1.79574345318546 6.15687632354313 4.93438452168192 2.7067116771998 0.00219806284801645 0.0126336825435188 0.00151089645178978 0.0406712983771246 0.487109661334742 0.136372019531696 0.000410931707168509 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-797.761190830964 1.67077146985442 3.01411965107519 0.615346810480309 1.3600905178545 6.18032081949069 4.97203110381843 2.46169939409548 0.00224236888618025 0.0129737325689326 0.00147417766627316 0.0404094864050784 0.464109305610177 0.163929717331311 0.000551358583982182 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-795.106392935758 0.215493080999481 3.24156917583675 -0.0333496394431701 1.52154431106613 6.13153679571661 5.03681087289885 2.49984570027658 0.00228482138804372 0.0138350950508838 0.00160059647760594 0.0385257788861465 0.475010730870477 0.138877659225761 0.000953176725558379 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-796.411004203418 1.2507896981267 3.33789707619911 -0.696491049330414 1.43402738398991 6.34478237059625 4.88318271556371 2.48159752631521 0.00222139383418098 0.0128747734310724 0.00129556828130521 0.044277487127544 0.439577241401771 0.155011368921669 0.00105204364696179 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-797.771289748205 2.04653596967444 2.83840791671523 1.03493455010857 0.993303495889012 6.29336664952111 4.77338777940248 2.64915830348771 0.00156122731137333 0.015063206273272 0.0023659741869829 0.0322683711272308 0.45830995701966 0.162574390273937 0.00118467276227301 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-817.069349173335 0.237409078919438 3.60372620088294 0.561922602794213 1.44939842235472 6.13424068471867 5.06593881276448 2.59592751390187 0.00139125392231924 0.0174654951397476 0.00343518087325917 0.0584862637110601 0.418784103802542 0.104539179860112 0.00063461616898645 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.53685572483 0.306235218123611 3.35624194570515 -0.169650669150489 1.79113238821864 6.32619540801769 4.96709433649694 2.6732256352965 0.0024355985108958 0.0126356590557463 0.00127646468409306 0.0469879824768708 0.441711386137491 0.128299059651496 0.000957518024155954 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.707037952448 0.290003715576203 2.88349600988497 0.919091239077458 0.970718797767365 6.46875754346771 4.73568142685972 2.76254399646683 0.00213863836525073 0.0133374644264347 0.00131925923367999 0.0405438831559151 0.45480235264303 0.144647413274794 0.00105238374532867 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.754013051991 0.402922609141897 3.39427879275076 -0.556540658530626 1.41800029163125 6.26399696829628 4.93772937662255 2.53039823386508 0.0022498597304589 0.0139187519753874 0.00117554637467699 0.0423283974025739 0.468745927370961 0.138769234337687 0.000771330213384641 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-795.388109090367 0.361416838554058 2.76015785488783 0.741123581241582 1.0830541242382 6.18907767970621 4.61687916522568 2.52185400723761 0.00150691927312644 0.0147587548432296 4.48670525530649e-05 0.0338623770794399 0.473677391786102 0.189826554406938 0.000678102221818246 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-795.272644922365 0.507340258214772 3.86396110628917 -3.61303499702725 1.53796455517652 6.13520659630329 5.09122973233612 2.2720253286002 0.00207183289747648 0.0149179190966965 0.000845203207352688 0.0378704988783656 0.463168196189189 0.140413988950785 0.00094640413670307 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-795.033544004242 0.326556310065524 3.03904605833208 0.630630262123637 1.33650465917676 6.41369469626501 4.8332060487203 2.72311032468435 0.00192916464186948 0.0144561774243655 0.000209741658436761 0.0373540795470235 0.480807976428667 0.13965908240205 0.00071656166842554 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.961732963729 0.329968153994029 3.26634263816877 -0.53153218292123 1.62335403006398 6.33905053857309 4.92322235793246 2.62226717456525 0.00236985972390737 0.0127791141301788 0.000682419603610175 0.0389722092252814 0.48099201985569 0.140801167388805 0.00104711509490543 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.963815679767 0.23911538438948 3.46528679835386 -2.18210614282549 1.65678101253927 6.2066903321933 4.88366746667731 2.46960058990632 0.00225371291060761 0.0136431408826163 0.00189329689505408 0.0454792811362201 0.41622507808138 0.14615203139329 0.00127242846033471 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.720426033685 0.288191858183967 2.91915792589195 1.71537557063633 1.44057343203211 6.50439198365809 4.88597213830362 2.92024493834553 0.00252477392980682 0.0122159641728925 0.00106242435000601 0.0463979683181355 0.465851050178572 0.121252154928169 0.00091960928635857 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.741093962855 0.228867728107188 3.49426662586765 -1.79331240471102 1.88838205677926 5.99104867950788 4.96412057959286 2.43380714994367 0.00210253882596953 0.0138367195947407 0.00161860178620167 0.039819851013632 0.458485484154547 0.148732807889726 0.000623619203597099 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.758872474371 0.214578152107163 3.58691439220906 -1.0013725683084 1.96318148129974 6.31384271914934 5.07785125315277 2.65838567968663 0.00272781107798365 0.0118544140057224 0.00124765160991538 0.0483286542752155 0.453806694681694 0.120626211456575 0.00138066322926113 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-795.181408946006 0.273745425610468 3.26503089057771 -0.718932501127303 1.28507807392319 6.14284750933082 4.96575353031617 2.53106789077887 0.00220470279112445 0.0132767232182744 0.000301301345815053 0.0430770208196291 0.483290452025762 0.150332540579757 0.000558392970836601 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.791327894915 0.302741303818241 3.03026652615734 0.833035817671049 1.6611460090843 6.06589060143346 4.98825056102452 2.56944950225934 0.00186231680023498 0.0146891692541825 0.00133305609986543 0.0392464088882116 0.471087064658465 0.143835713436777 0.000646831915670272 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-795.24178182978 0.344199094825198 3.26070115489165 -0.486846935745271 0.672889443376414 6.51105508299387 4.84269735488647 2.65667827342212 0.00263572871344763 0.0125929441572244 0.00128917846437219 0.0480445237318961 0.41702238605622 0.135716647055101 0.00318939232428706 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-795.529909279047 0.258602009674603 3.78871849312044 -2.69255018629311 2.50379853799462 6.10458621858652 5.23462589140752 2.44562851146483 0.00265910210546939 0.0125391482693547 0.000147720418520081 0.0427733725452132 0.499281239652712 0.124552551422368 0.000397412226797673 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-956.845482148472 4.40786895451399 3.72549913610202 -2.24570248255185 1.77749084815281 6.08174195311423 5.12895448948313 2.39763644253087 0.00240998290454427 0.0135198795959829 1.23435386702251e-05 0.0410205733627454 0.475976449941761 0.128710540637321 0.00139866614094867 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-795.244338573658 0.342245833189315 3.18867986506543 -0.979504201779358 1.29109532485848 6.10310578774576 4.70619938801852 2.42655823441335 0.00131332905032829 0.018195863928961 0.00193540222812609 0.0306776436019947 0.473249585000559 0.181376331442128 0.000873431401969504 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.579759370233 0.298325506445763 3.05663445706202 0.574478309631191 0.990917458513577 6.3959172913895 4.83717718901386 2.69077362400805 0.002354148208892 0.0130108809395818 0.00152866879006359 0.0437824517222823 0.44999645004922 0.143202642354972 0.00122975486670899 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-795.466003008162 0.307847774016644 3.70753403751183 -0.852376502227751 2.30579540534214 5.98278362925503 5.1311097449822 2.37495960518483 0.0025484781305692 0.0125608194442846 0.00040945949224622 0.0422942581136419 0.480877607774028 0.136247146333472 0.000579267748457631 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-795.540310663696 0.3312492220614 2.54517859989612 0.804913916321907 0.947452645622292 6.31987686354747 4.60486548666684 2.75447793689736 0.00156107176497545 0.0155791443881891 0.00129281794573795 0.0326535437709917 0.488042613400651 0.173565895106068 0.000403740531541653 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.767945524048 0.318529518560726 3.24377177618743 -0.176478151129839 1.24918257594763 6.3672667487546 4.8610854413477 2.53009417820974 0.00212816367865455 0.0133275932145574 0.000709634481885693 0.0412603788238812 0.460986139998501 0.152011248995436 0.00123952222742183 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.962356503504 0.424315272265519 3.44799860473206 -1.62353449436399 2.12674756105986 5.94527418143705 5.10910698858313 2.34681508046695 0.0021076713253099 0.0139627688649392 0.00022918471581999 0.0405446476973084 0.477634679805667 0.144728235429407 0.000549614223800503 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-795.009617978697 0.228888422029387 2.90621454810483 1.95894885401062 2.16126264195271 6.23537555521533 4.89289775844675 2.83908795307288 0.001991552476351 0.0121564610104449 0.00137599354378755 0.0396335896781193 0.478856049842056 0.138203181941912 0.000357053646818714 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.954226797353 0.291481335335671 3.1788933143468 -0.699129748776996 1.75442546373416 5.91549500188699 4.80125921710056 2.3325107295704 0.00141297220544448 0.0163865449268803 0.00175796301469304 0.0316211041580106 0.465577354764115 0.189144722307883 0.00051870168862886 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-795.213098090632 0.270884079933158 3.14760982440092 -0.244296637610222 1.15404405817627 6.2103589148449 4.96083584562904 2.45059514004945 0.00208999435096209 0.0137396777600391 0.00119532102980435 0.0386155678428866 0.490964214530434 0.16051854189128 0.000587877885815964 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.900156132268 0.25521774191586 3.29743520424301 -1.01499150806918 1.43319594448935 6.27398082508419 4.82190106224728 2.61881239865699 0.00225194558010278 0.0137768753197296 0.00159368692736147 0.0425902741472213 0.421339038303086 0.140199592344218 0.000821256790690909 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.853996405798 0.37405435552609 3.06466491282801 0.0156089883532007 1.43065164939138 6.2789102907585 4.76806828817593 2.55430014552879 0.00184813853632194 0.0140867331728128 0.000802681913800046 0.0360270598606592 0.487148647793774 0.164184275744695 0.00116011972079467 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.938098872432 0.277434743307321 3.23262127695725 -0.337143842927204 1.17488248189708 6.2565846167358 4.94792597404651 2.47682686538827 0.00205011628571635 0.0139746378616107 0.00123383582670779 0.0377305239503502 0.488372340972053 0.15170957437332 0.000756482479849273 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.773922118031 0.409843724820533 3.09029264830347 -0.0336656477247359 1.54863094422518 6.09594361008871 4.83656247200102 2.49950097391451 0.00170086186386113 0.0148132519961107 0.000523173362281063 0.0360444768413385 0.492381821855521 0.173178518085155 0.000582434040729052 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.801231090459 0.285739497561064 3.14226439244609 0.00801318187968366 1.27088952168982 6.55041475828462 4.84483482633495 2.75844282258128 0.0025622718446198 0.0124501354519918 0.00114736528886344 0.0486515103059355 0.43409965805083 0.127646602359523 0.000892260199121561 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-795.134470073274 0.325559993748251 2.95798771952406 1.75594867014639 2.00689973052162 6.2926536793323 4.98035865113706 2.79632070711469 0.00186618202563375 0.0130239181749603 0.00050455682412983 0.0390334852979494 0.502135260461242 0.129239729854505 0.000462669806067674 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.919502865859 0.282237768675193 3.33924985585202 -0.343462755859872 2.17898186274672 5.96788170873522 4.99819687528895 2.37176889983738 0.00175577040560508 0.0144049943596197 0.00144399841047037 0.0381263144069838 0.451362374197085 0.156398801189449 0.000683130176895755 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-795.149764635689 0.391102514373574 3.03250756103515 0.32644986436671 0.520899400017826 6.52264500247127 4.76652300919248 2.6893668262357 0.00240337526429375 0.0129837319998586 0.000826198804609197 0.0440512819274073 0.46327788186737 0.146445324677967 0.00127915307378306 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.862579131957 0.264150507063644 3.10972814196988 0.763790815651 1.09027189599238 6.47407575247534 4.99911614082435 2.75748711178375 0.00251366545463407 0.0127192322988169 0.00111484364164449 0.0453515275297631 0.448654464843729 0.119686685785048 0.00185431735897859 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.632221050429 0.257118769049545 3.51419946975801 -0.978852523299493 1.39267917004698 6.21775010232311 5.0738426042342 2.43708329625632 0.00240414578516114 0.0133571230704691 0.00151658000015506 0.0431381695675151 0.445278491321794 0.134098265508788 0.00119781042972588 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-795.598559765218 0.338399594593929 2.91918862896042 0.275186263129355 1.07133416365982 6.25922810819548 4.76121971994433 2.50893638522071 0.00179182990927591 0.0145344942194978 3.05904481302837e-05 0.0383558034727589 0.471360818555481 0.16726149008447 0.000252019529050843 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.744311872624 0.422928820987963 3.16044832091752 0.120133162336943 1.5137561523455 6.33498473313389 4.90438645069332 2.63179808541702 0.00201786720851738 0.0132965409883442 0.000327309152660043 0.0392131217282506 0.499363392090693 0.145567616570294 0.000845273871467492 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-1047.10957103355 4.34091662884497 2.69931132145333 1.71601747960342 1.78067979560621 6.26806681697973 4.80110333799207 2.89860955834333 0.00189750311527634 0.0130134566732733 0.000222117922513861 0.0337956848175732 0.5216472632942 0.144682231759815 0.000348234215087133 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.884810653385 0.29507633716765 2.70294661207024 1.94619058007783 1.47375588222763 6.24727772942336 4.73495695059294 2.6787845970654 0.00161736833224081 0.0136914698855245 0.00129426755712591 0.034858067565594 0.501257944625315 0.168939719323457 0.000602437372334576 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-795.691126513581 0.356555926908635 2.69041084722545 1.02350734496613 0.534910765002781 6.42983876109046 4.77687051804619 2.78797552752344 0.00210230533028913 0.0131725165434393 0.000214412824968147 0.0410712885673778 0.487221457231918 0.157241318414425 0.0018293239650095 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-794.693003238656 0.285196393047416 3.51786532189623 -1.26515672703895 1.54791328621381 6.37117320741792 5.00860354389264 2.60671210777226 0.00272122454990204 0.0127260344817493 0.00139097725652713 0.0476033599672289 0.449808395063754 0.118977457525679 0.000806485019798544 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-795.208269806378 0.289216097990906 3.37930277744353 -1.86738600906603 1.04753942627823 6.31009524545859 4.81272814896831 2.49145466705439 0.00227281299895525 0.0137333300000876 0.00181326640544658 0.0431490541905787 0.425839891212109 0.151116048689434 0.000694936190011137 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-802.21330162917 0.470898612297411 3.20955332808974 -0.92451710621011 -5.24685558961626 7.72732645710654 4.58381418349718 2.9077730253345 0.00378387119741478 0.0118805316659981 0.0010393939420364 0.0587133888589178 0.440990443874993 0.119931003441464 0.291793747644795 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-801.825898039881 0.265381007559733 2.89209176469609 1.64422733764867 -0.79170139829805 7.20417626584818 4.80495571931879 3.24461878711735 0.00384212255359998 0.0111265092777469 0.000965180090476094 0.0588868072059743 0.466701694360612 0.0936853959527306 0.0556360985070843 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-801.929053931016 0.184256158183812 3.03253154937965 0.947628736579673 -3.7377595423181 7.67639702706465 4.62236883471637 3.03103479643476 0.00392753393943996 0.0123174320493374 0.00183158338646702 0.0620226731908984 0.397009441128997 0.0950529542070217 0.118712716942959 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-803.331763399915 0.400962718734845 3.39617920142153 -3.49903025593734 -4.74947216339571 7.56167277354475 4.44694312404961 2.83814811298573 0.00312148228389955 0.0129056519122089 0.00106297205004657 0.0540947198631127 0.431949934522285 0.133259889069606 0.49978058061274 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-805.711610123116 0.361125977607735 3.04345714397229 -1.70778230708552 -2.30831508286445 6.4278227241152 4.21378905617072 2.1441683863059 0.000302017965902946 0.0640431094069292 0.00461581533649077 0.0123699321429076 0.550488220640827 0.267590704708624 0.0247713320278354 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-1035.66614114746 4.4713222472986 3.11013354047297 0.5200764490886 -1.26633018775221 7.05307410967353 4.72554587706734 2.86138437336223 0.00287131620503105 0.0123526849727173 0.000839736598848449 0.0482168372163878 0.470749869172207 0.123556568782764 0.0175480923234116 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-1014.97717498794 3.06812685902835 2.9308554071135 0.395476848533891 -4.2443316712428 7.43165046197596 4.42735223308794 2.75943692772202 0.00262056847904116 0.0138889756787926 0.0012643577244249 0.0481857565954148 0.449080585510632 0.145801397983696 0.162258978586421 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-803.504598217779 0.408736617049629 2.81556990275484 -3.76063483619481 -4.24758385998569 6.79825702298625 4.02545727625811 2.16142454877682 2.37238615473412e-05 0.956564232114095 0.079868124454631 0.00404117689725978 0.476688196539348 0.265810103583418 0.00166693636357678 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-816.440301265738 1.21907873561548 3.08648870760829 -2.27765857179936 0.922661087489343 6.6760113363135 4.85644516151483 2.58312632949963 0.00194561030316663 0.0200468707605113 0.00366199164842485 0.0209323326292073 0.675544400813603 0.105779532318415 0.890416858222122 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-939.330254052812 0.96423709321349 -0.0551881347471189 -2.55957573507836 -1.38685988330853 -3.24170798708701 7.16439132706269 1.60241619229388 0.0100182775046672 0.0236159001388829 0.0103543670336671 0.148437041048918 0.0906625380590711 0.0604183543686472 0.278031742145431 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-797.829359226419 0.257456426673291 2.94348733471585 -2.23883321684439 0.310612222335168 5.68852745663327 4.37645635120106 1.87873948448017 0.00019566654594395 0.098789010571463 0.00957192682008715 0.0119159351732673 0.469264096999291 0.305737962438271 0.000330997124017739 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-841.373868523956 0.268790918933701 0.0883895177836652 -1.43996604458528 -3.68991596964954 5.6193552935494 5.48981900454888 3.16853965018959 0.00253743089952682 0.0252616820018009 0.00606040963295036 0.0393196194833053 0.605375683424492 0.0964604400504461 0.284826609448064 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-800.312861840648 0.226967026909061 3.27646395800215 -1.93506174819011 -3.76318907930314 7.24452290510803 4.42769945941072 2.72858465655055 0.00268091445568911 0.013456433498555 0.00182087676100974 0.0510846360929879 0.403349992684022 0.153262425057373 0.018957546970024 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-838.027556294431 4.40176704123197 3.76658304718919 0.689644465522805 3.68480974008844 6.56596374984563 6.13968968989909 3.21999977119092 0.00678197000168492 0.0118077827964297 0.0033013076111841 0.081315256798743 0.557673452393704 0.97018815898246 0.937684821493004 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-795.507406907898 0.299232202203251 3.38455104132834 -1.31448456472777 0.793643569814849 6.51219492371877 4.74774709878425 2.63340482640008 0.00234616053258224 0.0136683231023174 0.000965689751495717 0.0445890206765891 0.458359197151938 0.140463900395413 0.00323484748016686 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-802.575350259671 0.275709734949228 3.24338688468487 0.0839293443846686 -1.59695579610217 7.07817031546917 4.83978394915839 2.88298732934306 0.00373918170826842 0.0121798311450397 0.00173087734187593 0.0561091856183025 0.445659546709522 0.0963569580438849 0.114906838151346 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-806.877655935227 0.790089956112585 3.03966791500612 0.492544688510221 -0.679451294728857 7.13304139773631 4.85616185466188 3.11687237121906 0.00308209473874555 0.0126934188925396 0.00115548772277591 0.0468714759352544 0.528935093122953 0.0986112435256549 0.298758030477166 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-811.327628500611 1.34402337096132 3.4241822380132 -0.187905221852027 1.16134149359442 6.42827818370605 5.12297550516173 2.77719159731695 0.00315183993776125 0.0123464859240056 0.0018568135284323 0.0391379739788011 0.637360657727036 0.0948904614092221 0.489987324954451 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-858.577696345604 0.594949619110569 1.85073490502268 -1.83671851697222 -3.19644400183737 2.97299930366242 6.58843482599917 1.90525675008695 6.81542386696029e-05 0.968023668923077 0.157036754274239 0.00773834446585703 0.689096404139548 0.0974855476386007 0.00568154846225152 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-993.253422781127 0.30972579370222 0.0919667396423062 1.12764104374894 -2.21536558893873 -0.674135653380372 2.03213413137722 -2.33500952145529 0.00231540300898653 0.271254971842622 0.0885649153538924 0.0245814786580842 1.47268025116389 0.00809944177548639 0.970950619225705 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-908.768549620075 0.465210120283087 2.33652807868965 -1.68167298027093 -4.12108887199253 0.490824712856121 5.88053438024482 2.46618651491842 0.0042619469559737 0.0578674489888038 0.0209815008229993 0.0892027759148094 0.207360989040999 0.0230935884600377 0.43124774121026 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-807.767546564771 0.600268902899613 2.51238293893515 -3.13812137127147 -5.33105039810487 7.0407800785919 3.53947663698306 1.99881243017071 0.000846546574289857 0.0190792927198946 0.00123856873561129 0.0273755729376184 0.47799925885708 0.477346877925652 0.122537960491149 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-929.996802477253 1.06538276066785 -2.0959675710241 0.701525112569386 -4.60699095122559 -1.28426449098619 1.07468711423092 -0.42819974624979 15.5450712451858 0.997277917710323 0.313331558468949 0.0455783000966619 0.429243457984194 0.0176966241461052 0.84760504284006 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-1013.13449721089 3.56721444711563 3.44152601552047 -2.13491913026065 -1.86602738900883 7.42850325529751 4.69352966384085 2.73371097206176 0.00307697063156189 0.012537960626518 0.000350866069620154 0.0437695083413844 0.543109522193975 0.111755346186379 0.753570382451854 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-796.559192597479 0.289297258850151 2.58363719200564 0.456255620085102 -0.0692922628361033 6.25253619238165 4.36079738020925 2.33570277218022 0.000672853039542209 0.028576222058993 0.00323596498138729 0.0214407558708464 0.488180858199624 0.245685925588067 0.000809626027797432 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-800.280492343951 0.396882548526515 2.94969977830617 -0.551142876343047 -3.67666231397858 7.42863467007484 4.36944940594059 2.70444618787865 0.00247229757049971 0.0138582167009889 0.000873477055781485 0.0442674432008611 0.443037571551756 0.160246879675671 0.0385134415774062 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
-814.442930600907 0.525237834350133 1.66099526381822 -0.420284746121889 -4.31483019953679 6.013736231306 3.03987985823213 1.41931649510967 0.000331558338432903 0.0255632378317515 0.00122675137154943 0.0180757472777133 0.452957237651134 0.968151960145651 0.0666916746289238 0.0166666666666667 6 4069 4565 4410 4616 4305 4032
